Zip,Age,Workclass,Education,Marital Status,Occupation,Relationship,Race,Sex,Hours per week,Country
23116,27,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States
29224,37,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States
19256,29,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
24956,43,Private,5th-6th,Never-married,Machine-op-inspct,Unmarried,White,Female,40,Mexico
1227,23,Private,Some-college,Never-married,Handlers-cleaners,Own-child,Black,Male,40,United-States
28314,52,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States
89350,34,Private,Assoc-voc,Divorced,Tech-support,Unmarried,Black,Female,40,United-States
89259,30,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,India
85558,31,Private,Prof-school,Divorced,Tech-support,Not-in-family,White,Female,35,United-States
25653,40,Private,Bachelors,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,40,Cambodia
51002,41,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States
98757,43,Private,Some-college,Divorced,Machine-op-inspct,Unmarried,Black,Female,38,United-States
87825,28,Private,10th,Never-married,Handlers-cleaners,Other-relative,Black,Male,40,United-States
10760,24,State-gov,Some-college,Never-married,Other-service,Not-in-family,White,Male,40,United-States
93684,17,Private,11th,Never-married,Priv-house-serv,Own-child,White,Female,12,United-States
50988,38,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,Poland
92758,57,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,United-States
25714,37,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States
13130,45,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States
54510,48,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States
21165,36,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States
39466,31,Private,10th,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
86880,17,Private,9th,Never-married,Transport-moving,Not-in-family,White,Male,20,United-States
80034,25,Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States
52858,40,Private,Assoc-voc,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States
39062,37,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States
39743,59,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States
43151,23,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States
86141,47,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
10261,33,Private,Bachelors,Separated,Exec-managerial,Not-in-family,Black,Female,45,United-States
75447,49,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
20817,39,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
98573,52,Federal-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,60,United-States
47797,63,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,30,United-States
54062,23,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,25,United-States
35867,55,Private,9th,Married-civ-spouse,Tech-support,Wife,White,Female,23,United-States
68711,22,Private,HS-grad,Never-married,Sales,Own-child,Black,Female,40,United-States
40657,30,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,60,Iran
35091,31,Private,1st-4th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,Mexico
9770,36,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,60,United-States
46861,21,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States
29677,18,Private,11th,Never-married,Sales,Own-child,White,Male,15,United-States
30031,47,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,43,United-States
24394,34,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States
218,34,Private,HS-grad,Never-married,Transport-moving,Not-in-family,Black,Male,80,United-States
16407,34,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
30285,62,Self-emp-inc,Bachelors,Divorced,Sales,Not-in-family,White,Male,40,United-States
50703,28,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,United-States
35595,18,Private,12th,Never-married,Handlers-cleaners,Own-child,White,Male,6,United-States
75479,38,Private,Bachelors,Never-married,Exec-managerial,Unmarried,White,Female,40,Cuba
17571,19,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,40,United-States
70731,22,State-gov,12th,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States
10764,60,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,30,United-States
81015,17,Private,11th,Never-married,Machine-op-inspct,Own-child,Other,Male,12,United-States
97763,49,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,45,United-States
57279,30,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,White,Male,40,Vietnam
80713,37,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
25942,48,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States
43914,35,Private,11th,Divorced,Machine-op-inspct,Unmarried,White,Female,40,United-States
50735,49,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States
33401,33,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
97602,29,Private,10th,Never-married,Other-service,Own-child,Black,Female,32,United-States
17738,46,State-gov,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,37,United-States
64225,56,Private,1st-4th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
65404,44,State-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States
77961,44,Private,Some-college,Separated,Prof-specialty,Unmarried,Black,Female,40,United-States
96286,39,Private,Bachelors,Separated,Sales,Not-in-family,White,Male,50,United-States
26943,50,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,60,United-States
20442,30,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Nicaragua
60124,38,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
84214,45,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,24,United-States
79843,22,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,27,United-States
911,28,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,40,Jamaica
55964,30,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
5812,21,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,37,United-States
23849,18,Private,Some-college,Never-married,Other-service,Own-child,White,Female,30,United-States
69911,34,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States
52953,32,Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,40,United-States
99473,42,Federal-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States
18929,52,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States
54842,55,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States
62026,52,Private,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States
66314,34,Private,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Mexico
94353,39,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,40,United-States
93519,58,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States
95994,40,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States
55566,41,State-gov,Masters,Never-married,Prof-specialty,Own-child,White,Female,35,United-States
75298,24,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,40,United-States
20802,60,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Unmarried,White,Male,42,United-States
32345,25,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,35,United-States
23916,26,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
72304,24,Self-emp-not-inc,Bachelors,Never-married,Farming-fishing,Unmarried,White,Male,50,United-States
5576,57,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States
65364,35,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States
79365,46,Local-gov,9th,Separated,Other-service,Unmarried,Black,Female,40,United-States
89660,37,Private,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,40,United-States
87460,35,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
36691,41,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States
91267,19,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,25,United-States
97719,32,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,42,United-States
34283,45,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States
67192,26,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,72,Mexico
65639,33,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,66,United-States
5283,42,Private,Bachelors,Married-civ-spouse,Sales,Wife,White,Female,40,Puerto-Rico
53501,33,Private,Bachelors,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States
11360,30,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
43458,53,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,Black,Male,32,United-States
50756,30,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States
23973,51,Private,7th-8th,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,47,United-States
97213,20,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,40,United-States
66394,20,Private,11th,Never-married,Transport-moving,Own-child,White,Male,60,United-States
69754,23,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States
34654,52,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
29640,52,Federal-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States
26477,30,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
48169,50,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,60,United-States
5412,21,Private,Some-college,Never-married,Farming-fishing,Own-child,Black,Male,10,United-States
35062,45,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,United-States
29076,20,Private,Some-college,Never-married,Sales,Own-child,White,Female,20,United-States
68923,34,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
94230,67,Self-emp-not-inc,1st-4th,Widowed,Other-service,Not-in-family,Black,Female,20,United-States
78279,27,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,43,United-States
79901,24,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States
83490,38,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,Male,50,United-States
13715,39,Private,9th,Married-civ-spouse,Other-service,Wife,Black,Female,34,United-States
21264,34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States
89746,29,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,25,United-States
53168,55,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States
38638,55,Private,10th,Never-married,Transport-moving,Not-in-family,White,Male,60,United-States
19729,33,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,35,United-States
62497,43,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Male,16,United-States
21372,35,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States
7983,28,State-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,55,United-States
92256,43,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,United-States
943,35,Private,HS-grad,Divorced,Tech-support,Unmarried,White,Female,40,United-States
19296,43,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States
36654,43,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
24470,58,Local-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,50,United-States
87187,44,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States
39514,53,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,46,United-States
98610,27,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States
91761,24,Private,HS-grad,Never-married,Sales,Own-child,White,Male,45,United-States
42983,20,Private,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,32,United-States
73486,19,Private,12th,Never-married,Other-service,Own-child,White,Female,20,United-States
44354,34,Private,Bachelors,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,45,United-States
48832,28,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States
10582,34,Private,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States
50679,51,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States
65596,20,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,30,Nicaragua
40440,17,Private,11th,Never-married,Sales,Own-child,White,Female,35,United-States
89461,26,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States
3500,41,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States
55555,51,Self-emp-inc,HS-grad,Divorced,Protective-serv,Not-in-family,White,Male,81,United-States
34932,43,Private,Prof-school,Separated,Tech-support,Not-in-family,White,Male,50,Columbia
83184,61,Private,9th,Never-married,Machine-op-inspct,Unmarried,Black,Female,40,United-States
4827,67,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,37,United-States
27706,44,Federal-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States
89192,62,Private,HS-grad,Widowed,Craft-repair,Unmarried,Black,Female,40,United-States
35837,33,Private,Bachelors,Separated,Prof-specialty,Other-relative,Black,Female,40,Jamaica
554,33,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,32,United-States
1481,46,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
62055,20,Private,Some-college,Never-married,Other-service,Own-child,White,Female,16,United-States
66721,26,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,30,United-States
98492,46,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,United-States
27331,33,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,41,United-States
90600,23,Private,Bachelors,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States
33132,26,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,35,United-States
28605,21,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States
18028,62,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,15,United-States
7400,24,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,40,United-States
75922,31,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
2045,65,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
